id,user_id,order_status,payment_status,payment_method,currency,subtotal,discount_amount,shipping_amount,total_amount,shipping_country,shipping_city,shipping_postcode,device_type,acquisition_channel,ordered_at,delivered_at,cancelled_at
443,41,shipped,paid,apple_pay,GBP,176.1,15.13,2.09,163.06,United Kingdom,Glasgow,V4 5BP,desktop,display_ads,2023-07-14 17:35:19,,
444,357,returned,refunded,paypal,AUD,367.07,8.46,18.23,376.84,Australia,Brisbane,5734,desktop,organic_search,2025-01-16 08:05:33,2025-01-22 08:05:33,
445,29,delivered,paid,card,CAD,449.72,26.16,4.58,428.14,Canada,Montreal,J5K 4R2,desktop,display_ads,2024-07-07 09:23:36,2024-07-11 09:23:36,
446,11,delivered,paid,google_pay,EUR,1106.81,11.1,17.69,1113.4,Netherlands,The Hague,4593 ET,mobile,referral,2025-07-05 18:50:34,2025-07-10 18:50:34,
447,360,processing,paid,buy_now_pay_later,USD,1798.68,73.83,6.38,1731.23,Australia,Brisbane,6556,desktop,display_ads,2024-06-22 10:59:37,,
448,80,returned,refunded,apple_pay,AUD,277.57,18.16,5.21,264.62,Australia,Adelaide,2329,mobile,affiliate,2023-05-09 10:50:06,2023-05-12 10:50:06,
449,306,cancelled,failed,google_pay,CAD,0.0,0.0,0.0,0.0,Canada,Toronto,B7B 2S6,desktop,paid_search,2025-12-01 09:26:01,,2025-12-01 21:26:01
450,378,delivered,paid,buy_now_pay_later,USD,1475.37,110.14,20.69,1385.92,United States,Chicago,56548,mobile,referral,2024-05-12 12:34:09,2024-05-17 12:34:09,
451,228,cancelled,pending,buy_now_pay_later,EUR,0.0,0.0,0.0,0.0,France,Lille,40334,desktop,email,2024-10-03 08:51:22,,2024-10-03 22:51:22
452,412,delivered,paid,google_pay,EUR,1444.14,165.31,11.72,1290.55,Netherlands,Eindhoven,4485 BU,mobile,social,2024-08-22 10:50:56,2024-09-05 10:50:56,
453,396,processing,paid,paypal,USD,169.18,4.54,0.01,164.65,United States,New York,97679,desktop,social,2025-05-14 02:24:28,,
454,473,delivered,paid,buy_now_pay_later,GBP,1923.0,46.74,11.04,1887.3,United Kingdom,Glasgow,H1 1VS,desktop,referral,2023-08-12 22:20:39,2023-08-24 22:20:39,
455,37,cancelled,failed,apple_pay,EUR,0.0,0.0,0.0,0.0,France,Lyon,31299,desktop,email,2024-04-14 15:01:33,,2024-04-14 23:01:33
456,58,cancelled,pending,card,EUR,0.0,0.0,0.0,0.0,Spain,Valencia,34175,desktop,email,2025-02-20 09:31:35,,2025-02-20 21:31:35
457,221,cancelled,pending,apple_pay,EUR,0.0,0.0,0.0,0.0,Germany,Berlin,45187,mobile,direct,2025-06-12 03:30:33,,2025-06-12 05:30:33
458,103,cancelled,failed,card,AUD,0.0,0.0,0.0,0.0,Australia,Brisbane,8123,mobile,direct,2025-05-20 16:49:08,,2025-05-22 00:49:08
459,487,processing,paid,card,AUD,1919.47,420.54,21.3,1520.23,Australia,Sydney,4460,desktop,social,2025-05-06 08:16:06,,
460,484,delivered,paid,google_pay,CAD,1623.55,404.2,1.32,1220.67,Canada,Calgary,S1H 2Y6,desktop,affiliate,2025-07-01 01:33:32,2025-07-12 01:33:32,
461,396,returned,refunded,card,USD,239.92,4.24,7.35,243.03,United States,New York,97679,desktop,referral,2025-06-20 19:21:09,2025-06-29 19:21:09,
462,374,delivered,paid,apple_pay,EUR,822.9,119.36,11.16,714.7,Netherlands,Rotterdam,2291 RR,desktop,affiliate,2025-12-19 05:16:48,2025-12-26 05:16:48,
463,348,delivered,paid,google_pay,CAD,186.59,11.81,4.13,178.91,Canada,Vancouver,A7M 4S6,mobile,direct,2025-03-05 02:17:58,2025-03-12 02:17:58,
464,447,delivered,paid,paypal,EUR,1203.6,162.55,24.96,1066.01,Spain,Valencia,10551,mobile,email,2023-06-18 12:53:03,2023-06-22 12:53:03,
465,409,delivered,paid,google_pay,EUR,1763.24,436.62,16.32,1342.94,France,Paris,51053,desktop,direct,2024-10-13 13:09:15,2024-10-23 13:09:15,
466,377,cancelled,pending,apple_pay,EUR,0.0,0.0,0.0,0.0,Spain,Valencia,46710,mobile,referral,2025-10-03 14:50:45,,2025-10-03 22:50:45
467,276,delivered,paid,google_pay,AUD,449.86,39.49,12.24,422.61,Germany,Stuttgart,94397,mobile,email,2024-11-28 14:36:27,2024-12-12 14:36:27,
468,367,shipped,paid,card,USD,997.98,228.5,20.85,790.33,United States,New York,28139,desktop,email,2025-10-30 13:38:43,,
469,274,shipped,paid,paypal,CAD,61.66,0.48,3.63,64.81,Canada,Ottawa,G9V 5B0,desktop,social,2022-05-31 01:01:57,,
470,218,delivered,paid,apple_pay,EUR,1328.25,3.51,17.93,1342.67,Netherlands,Eindhoven,9120 BM,desktop,display_ads,2024-07-01 14:23:33,2024-07-08 14:23:33,
471,317,delivered,paid,buy_now_pay_later,CAD,1192.77,202.51,29.31,1019.57,Canada,Vancouver,H6M 4G2,desktop,affiliate,2025-11-29 11:31:15,2025-12-08 11:31:15,
472,432,returned,refunded,card,EUR,346.82,40.73,17.61,323.7,Netherlands,Amsterdam,8986 CS,desktop,paid_search,2023-08-20 03:26:00,2023-08-29 03:26:00,
473,38,returned,refunded,card,EUR,371.93,55.72,4.83,321.04,Germany,Hamburg,30866,desktop,affiliate,2025-01-30 03:03:52,2025-02-08 03:03:52,
474,104,delivered,paid,paypal,AUD,1192.96,201.38,0.85,992.43,Australia,Melbourne,4105,mobile,affiliate,2025-07-16 12:18:48,2025-07-26 12:18:48,
475,138,delivered,paid,buy_now_pay_later,CAD,1312.6,15.99,17.57,1314.18,Canada,Toronto,X2B 3T7,desktop,affiliate,2024-10-03 23:33:52,2024-10-16 23:33:52,
476,149,delivered,paid,buy_now_pay_later,EUR,672.86,18.45,4.64,659.05,Germany,Frankfurt,55820,mobile,organic_search,2022-09-10 19:37:03,2022-09-13 19:37:03,
477,193,returned,refunded,paypal,GBP,621.38,5.45,3.65,619.58,United Kingdom,Edinburgh,Y9 7NM,mobile,affiliate,2025-06-01 16:10:13,2025-06-08 16:10:13,
478,110,returned,refunded,card,EUR,94.71,2.64,14.81,106.88,Germany,Frankfurt,68287,desktop,display_ads,2024-11-26 08:11:58,2024-11-28 08:11:58,
479,11,processing,paid,apple_pay,EUR,1275.14,33.9,14.21,1255.45,Netherlands,The Hague,4593 ET,desktop,paid_search,2025-10-05 06:11:45,,
480,39,delivered,paid,buy_now_pay_later,CAD,1839.76,416.99,26.27,1449.04,Canada,Montreal,K3A 3R5,desktop,direct,2024-11-23 04:01:53,2024-11-26 04:01:53,
481,339,cancelled,pending,buy_now_pay_later,USD,0.0,0.0,0.0,0.0,United States,Los Angeles,35265,desktop,direct,2024-08-10 15:09:55,,2024-08-12 03:09:55
482,294,cancelled,failed,paypal,CAD,0.0,0.0,0.0,0.0,Canada,Toronto,X0H 3X0,mobile,display_ads,2024-08-29 14:43:15,,2024-08-30 00:43:15
483,7,delivered,paid,card,EUR,238.81,39.76,17.57,216.62,Netherlands,The Hague,8428 XM,mobile,referral,2022-08-23 13:06:22,2022-08-25 13:06:22,
484,468,delivered,paid,paypal,GBP,389.5,46.23,14.36,357.63,United Kingdom,Birmingham,J3 8AH,mobile,paid_search,2025-08-29 20:57:35,2025-09-01 20:57:35,
485,70,processing,pending,paypal,AUD,1724.45,29.31,15.4,1710.54,Australia,Melbourne,7225,desktop,display_ads,2025-04-25 09:52:49,,
486,417,processing,paid,apple_pay,CAD,821.69,154.55,1.29,668.43,Canada,Ottawa,C8L 6K8,desktop,referral,2025-03-23 20:47:02,,
487,197,returned,refunded,paypal,AUD,602.66,15.35,12.3,599.61,Australia,Brisbane,4338,mobile,direct,2024-07-31 01:35:30,2024-08-10 01:35:30,
488,116,delivered,paid,card,USD,873.99,6.75,1.99,869.23,United States,Austin,96363,mobile,organic_search,2025-10-14 21:06:45,2025-10-17 21:06:45,
489,189,delivered,paid,apple_pay,USD,617.44,82.63,9.81,544.62,United States,Austin,28098,mobile,affiliate,2025-11-01 05:20:26,2025-11-07 05:20:26,
490,192,cancelled,failed,buy_now_pay_later,AUD,0.0,0.0,0.0,0.0,Australia,Melbourne,7654,mobile,referral,2025-11-23 15:32:50,,2025-11-24 22:32:50
491,268,cancelled,pending,apple_pay,EUR,0.0,0.0,0.0,0.0,Germany,Berlin,84720,mobile,email,2025-04-19 16:36:18,,2025-04-20 10:36:18
492,161,delivered,paid,paypal,EUR,1138.54,99.2,9.19,1048.53,France,Lille,68183,desktop,social,2025-12-02 18:46:50,2025-12-09 18:46:50,
493,302,cancelled,failed,buy_now_pay_later,USD,0.0,0.0,0.0,0.0,United States,Los Angeles,52964,mobile,referral,2025-02-11 03:28:35,,2025-02-13 00:28:35
494,365,delivered,paid,google_pay,GBP,1169.77,50.71,21.74,1140.8,United Kingdom,Edinburgh,C2 5XH,desktop,referral,2025-07-28 12:22:11,2025-08-03 12:22:11,
495,86,returned,refunded,apple_pay,EUR,207.82,20.13,5.41,193.1,Spain,Madrid,52448,desktop,paid_search,2025-01-25 04:37:24,2025-02-03 04:37:24,
496,123,returned,refunded,google_pay,USD,17.56,0.66,18.68,35.58,United States,Seattle,96223,tablet,social,2024-11-17 21:35:50,2024-11-26 21:35:50,
497,258,delivered,paid,card,EUR,1963.43,308.31,14.69,1669.81,France,Marseille,52727,desktop,paid_search,2024-06-20 12:02:44,2024-06-23 12:02:44,
498,70,delivered,paid,card,AUD,96.45,1.69,3.22,97.98,Australia,Melbourne,7225,mobile,display_ads,2025-04-23 20:14:03,2025-05-03 20:14:03,
499,96,cancelled,failed,card,EUR,0.0,0.0,0.0,0.0,France,Lyon,32946,mobile,social,2025-10-16 14:30:09,,2025-10-16 22:30:09
500,144,delivered,paid,buy_now_pay_later,EUR,1213.27,228.01,27.84,1013.1,France,Lille,67366,desktop,referral,2023-01-09 21:12:39,2023-01-16 21:12:39,
501,387,returned,refunded,google_pay,USD,174.47,21.51,19.09,172.05,United States,Austin,48684,mobile,social,2023-06-21 18:09:21,2023-06-24 18:09:21,
502,402,delivered,paid,google_pay,GBP,453.63,52.11,4.97,406.49,Australia,Sydney,2025,desktop,social,2022-07-13 12:03:20,2022-07-17 12:03:20,
503,213,returned,refunded,google_pay,EUR,182.51,3.66,1.64,180.49,Spain,Valencia,20166,mobile,display_ads,2025-11-25 00:58:44,2025-12-04 00:58:44,
504,425,delivered,paid,apple_pay,USD,422.18,71.06,13.1,364.22,United States,Boston,79655,desktop,display_ads,2025-09-09 10:19:06,2025-09-19 10:19:06,
505,416,delivered,paid,paypal,CAD,1411.36,212.04,20.97,1220.29,Canada,Calgary,V7B 0N1,desktop,email,2025-11-28 23:15:29,2025-12-06 23:15:29,
506,162,delivered,paid,apple_pay,USD,1798.43,170.6,26.33,1654.16,United States,New York,97973,mobile,paid_search,2025-04-27 16:53:02,2025-04-29 16:53:02,
507,218,delivered,paid,buy_now_pay_later,EUR,700.19,66.69,14.73,648.23,Netherlands,Eindhoven,9120 BM,desktop,display_ads,2025-12-12 15:54:22,2025-12-25 15:54:22,
508,125,delivered,paid,apple_pay,EUR,964.88,40.66,25.61,949.83,Netherlands,Utrecht,8432 LF,mobile,email,2024-08-21 05:45:59,2024-09-02 05:45:59,
509,422,delivered,paid,paypal,EUR,193.6,44.33,2.77,152.04,Spain,Seville,21178,desktop,social,2024-06-29 02:13:02,2024-07-12 02:13:02,
510,218,delivered,paid,google_pay,EUR,567.85,130.03,6.87,444.69,Netherlands,Eindhoven,9120 BM,desktop,paid_search,2024-11-13 21:42:49,2024-11-19 21:42:49,
511,317,cancelled,pending,paypal,CAD,0.0,0.0,0.0,0.0,Canada,Vancouver,H6M 4G2,desktop,direct,2024-06-08 12:24:45,,2024-06-10 00:24:45
512,111,cancelled,failed,card,CAD,0.0,0.0,0.0,0.0,Canada,Toronto,R4J 1T1,mobile,paid_search,2023-08-22 12:14:12,,2023-08-22 19:14:12
513,391,returned,refunded,paypal,AUD,134.88,25.15,4.91,114.64,Australia,Perth,3453,desktop,social,2024-05-09 17:41:18,2024-05-11 17:41:18,
514,259,delivered,paid,card,EUR,796.7,33.26,14.07,777.51,Netherlands,Eindhoven,7431 VD,mobile,referral,2024-01-04 01:21:07,2024-01-08 01:21:07,
515,291,delivered,paid,google_pay,CAD,362.66,9.96,7.45,360.15,Canada,Calgary,L8C 4C7,desktop,display_ads,2025-06-21 04:06:28,2025-07-03 04:06:28,
516,66,delivered,paid,google_pay,EUR,1359.89,134.29,16.24,1241.84,Germany,Stuttgart,72402,mobile,referral,2025-06-26 11:12:44,2025-07-04 11:12:44,
517,393,returned,refunded,buy_now_pay_later,USD,750.44,25.05,17.16,742.55,United States,Boston,91968,desktop,referral,2025-04-16 02:37:48,2025-04-20 02:37:48,
518,418,cancelled,pending,google_pay,EUR,0.0,0.0,0.0,0.0,France,Toulouse,31706,desktop,affiliate,2023-06-15 00:51:22,,2023-06-16 01:51:22
519,91,delivered,paid,paypal,EUR,908.13,134.05,22.76,796.84,Netherlands,Utrecht,3492 SB,desktop,email,2022-02-23 03:40:33,2022-02-27 03:40:33,
520,70,processing,pending,apple_pay,AUD,981.25,114.4,13.96,880.81,Australia,Melbourne,7225,desktop,organic_search,2025-06-03 07:01:41,,
521,117,processing,paid,card,GBP,601.4,7.99,13.95,607.36,United Kingdom,Glasgow,R2 2LW,desktop,social,2022-11-19 22:36:07,,
522,183,cancelled,pending,card,GBP,0.0,0.0,0.0,0.0,United Kingdom,Manchester,D7 6LU,desktop,direct,2025-03-16 00:25:33,,2025-03-16 05:25:33
523,7,delivered,paid,buy_now_pay_later,EUR,550.17,3.4,6.56,553.33,Netherlands,The Hague,8428 XM,desktop,referral,2022-10-26 17:12:28,2022-11-05 17:12:28,
524,397,delivered,paid,apple_pay,CAD,580.58,7.39,15.51,588.7,Canada,Calgary,E6L 8M0,mobile,display_ads,2025-11-21 14:40:50,2025-11-24 14:40:50,
525,388,cancelled,failed,buy_now_pay_later,EUR,0.0,0.0,0.0,0.0,Netherlands,The Hague,8206 XJ,desktop,email,2024-05-22 07:29:10,,2024-05-22 17:29:10
526,41,delivered,paid,paypal,GBP,98.15,7.43,28.61,119.33,United Kingdom,Glasgow,V4 5BP,desktop,direct,2023-08-20 08:26:21,2023-08-25 08:26:21,
527,211,delivered,paid,paypal,CAD,16.13,0.27,26.47,42.33,Canada,Calgary,T6R 1Y2,mobile,email,2025-03-03 19:22:21,2025-03-09 19:22:21,
528,232,processing,paid,google_pay,EUR,241.76,40.46,24.35,225.65,Germany,Stuttgart,39603,desktop,affiliate,2024-04-05 05:53:32,,
529,481,cancelled,pending,buy_now_pay_later,EUR,0.0,0.0,0.0,0.0,Spain,Madrid,40674,mobile,social,2023-02-05 22:02:42,,2023-02-07 15:02:42
530,400,processing,pending,paypal,CAD,1632.64,177.09,8.17,1463.72,Canada,Toronto,C1B 2L8,tablet,display_ads,2025-04-24 00:58:55,,
531,28,delivered,paid,apple_pay,GBP,226.4,8.38,6.71,224.73,United Kingdom,Edinburgh,C4 7DV,tablet,affiliate,2025-08-13 03:03:18,2025-08-27 03:03:18,
532,458,cancelled,pending,buy_now_pay_later,GBP,0.0,0.0,0.0,0.0,United Kingdom,Manchester,F7 2DC,desktop,referral,2025-02-18 10:16:58,,2025-02-19 13:16:58
533,151,delivered,paid,google_pay,EUR,1897.76,314.5,23.25,1606.51,Spain,Barcelona,40743,mobile,direct,2025-05-03 02:34:10,2025-05-05 02:34:10,
534,206,delivered,paid,apple_pay,CAD,249.68,14.71,26.37,261.34,Netherlands,Eindhoven,4506 NP,mobile,social,2022-02-17 12:41:00,2022-02-26 12:41:00,
535,116,delivered,paid,buy_now_pay_later,USD,664.38,62.59,2.49,604.28,United States,Austin,96363,mobile,direct,2024-04-09 06:53:50,2024-04-12 06:53:50,
536,274,processing,paid,paypal,CAD,1983.8,1.04,5.33,1988.09,Canada,Montreal,C0H 4N1,desktop,paid_search,2024-02-05 07:15:58,,
537,495,delivered,paid,paypal,EUR,1582.24,354.84,24.73,1252.13,Germany,Munich,19390,mobile,paid_search,2025-11-18 14:41:34,2025-11-27 14:41:34,
538,412,delivered,paid,google_pay,EUR,1218.24,79.18,19.3,1158.36,Netherlands,Eindhoven,4485 BU,mobile,email,2024-06-06 13:50:02,2024-06-19 13:50:02,
539,354,delivered,paid,apple_pay,USD,1335.04,231.93,24.31,1127.42,Australia,Brisbane,7353,mobile,display_ads,2022-12-03 06:59:06,2022-12-10 06:59:06,
540,209,returned,refunded,apple_pay,EUR,538.01,22.66,9.23,524.58,Spain,Valencia,11426,desktop,paid_search,2024-11-14 19:07:29,2024-11-18 19:07:29,
541,72,delivered,paid,card,EUR,575.71,47.89,9.6,537.42,France,Bordeaux,49824,desktop,paid_search,2023-11-29 08:57:28,2023-12-04 08:57:28,
542,473,processing,pending,buy_now_pay_later,GBP,1462.82,110.64,21.27,1373.45,United Kingdom,Glasgow,H1 1VS,desktop,display_ads,2025-03-01 15:55:25,,
543,88,delivered,paid,apple_pay,AUD,788.27,160.12,13.91,642.06,Australia,Perth,4784,tablet,affiliate,2025-05-24 03:20:44,2025-06-01 03:20:44,
544,63,cancelled,pending,google_pay,AUD,0.0,0.0,0.0,0.0,Australia,Adelaide,8620,desktop,direct,2025-06-19 03:11:31,,2025-06-20 16:11:31
545,480,delivered,paid,apple_pay,EUR,309.11,68.33,7.2,247.98,Spain,Bilbao,50892,desktop,email,2024-12-13 02:20:46,2024-12-24 02:20:46,
546,371,delivered,paid,card,CAD,1268.6,225.61,24.01,1067.0,Canada,Toronto,X9K 5X8,desktop,email,2023-10-12 03:19:48,2023-10-19 03:19:48,
547,100,cancelled,pending,buy_now_pay_later,USD,0.0,0.0,0.0,0.0,United States,Boston,96275,mobile,email,2025-01-28 23:59:54,,2025-01-30 09:59:54
548,213,delivered,paid,buy_now_pay_later,EUR,1101.04,148.31,22.67,975.4,Spain,Valencia,20166,desktop,paid_search,2023-07-08 15:48:46,2023-07-10 15:48:46,
549,236,processing,paid,buy_now_pay_later,GBP,1150.22,265.44,25.04,909.82,United Kingdom,Birmingham,F4 7YU,tablet,organic_search,2025-08-07 19:35:42,,
550,406,delivered,paid,card,USD,1068.52,10.83,28.56,1086.25,United States,Boston,81939,desktop,organic_search,2025-06-20 11:58:29,2025-06-29 11:58:29,
551,481,returned,refunded,buy_now_pay_later,EUR,654.32,71.52,8.34,591.14,Spain,Madrid,40674,mobile,social,2025-05-31 11:18:40,2025-06-10 11:18:40,
552,389,delivered,paid,buy_now_pay_later,EUR,438.63,72.52,8.63,374.74,Netherlands,Utrecht,7825 YL,tablet,display_ads,2024-10-27 10:08:44,2024-10-30 10:08:44,
553,284,delivered,paid,paypal,EUR,43.21,4.64,13.22,51.79,United States,New York,27023,tablet,social,2023-05-26 10:37:32,2023-05-31 10:37:32,
554,81,cancelled,failed,google_pay,EUR,0.0,0.0,0.0,0.0,Spain,Madrid,40802,desktop,paid_search,2024-08-02 03:02:01,,2024-08-03 07:02:01
555,388,delivered,paid,buy_now_pay_later,EUR,1387.74,221.7,2.29,1168.33,Germany,Stuttgart,94819,tablet,organic_search,2024-12-04 12:42:45,2024-12-08 12:42:45,
556,480,returned,refunded,apple_pay,EUR,772.64,17.52,9.03,764.15,Spain,Bilbao,50892,mobile,affiliate,2023-06-18 16:09:26,2023-06-21 16:09:26,
557,258,cancelled,failed,apple_pay,EUR,0.0,0.0,0.0,0.0,France,Marseille,52727,desktop,display_ads,2024-09-22 20:55:13,,2024-09-23 19:55:13
558,401,processing,paid,card,EUR,1823.18,282.75,29.08,1569.51,France,Lyon,54839,desktop,email,2024-04-30 15:56:25,,
559,239,returned,refunded,apple_pay,EUR,38.38,6.55,15.85,47.68,Germany,Stuttgart,19634,mobile,display_ads,2025-12-07 11:49:57,2025-12-15 11:49:57,
560,101,cancelled,failed,google_pay,EUR,0.0,0.0,0.0,0.0,Spain,Valencia,25081,mobile,affiliate,2024-05-28 07:29:22,,2024-05-30 07:29:22
561,283,delivered,paid,apple_pay,USD,410.24,4.3,13.59,419.53,United States,Boston,96298,desktop,referral,2025-07-08 10:36:31,2025-07-10 10:36:31,
562,329,cancelled,pending,card,GBP,0.0,0.0,0.0,0.0,United Kingdom,London,Y6 9PV,mobile,paid_search,2024-09-15 08:47:57,,2024-09-16 14:47:57
563,300,delivered,paid,buy_now_pay_later,CAD,1455.92,124.01,18.75,1350.66,Canada,Calgary,N5T 4K1,mobile,email,2024-09-28 06:05:29,2024-09-30 06:05:29,
564,161,delivered,paid,card,EUR,1719.43,23.6,9.01,1704.84,France,Lille,68183,mobile,direct,2025-09-28 19:30:05,2025-10-02 19:30:05,
565,142,shipped,paid,buy_now_pay_later,EUR,737.11,91.82,22.16,667.45,Germany,Hamburg,73736,desktop,direct,2024-05-22 14:31:59,,
566,364,delivered,paid,buy_now_pay_later,EUR,1211.77,257.98,10.88,964.67,Canada,Montreal,E2J 9C3,desktop,social,2025-09-12 17:29:30,2025-09-15 17:29:30,
567,418,returned,refunded,card,EUR,652.09,71.59,11.55,592.05,France,Toulouse,31706,mobile,social,2025-04-20 06:36:36,2025-04-30 06:36:36,
568,43,returned,refunded,card,AUD,259.84,45.63,1.86,216.07,Australia,Adelaide,4533,desktop,paid_search,2025-05-03 08:33:35,2025-05-10 08:33:35,
569,41,delivered,paid,google_pay,GBP,99.41,20.12,12.18,91.47,United Kingdom,Glasgow,V4 5BP,mobile,email,2024-07-02 21:34:21,2024-07-05 21:34:21,
570,38,delivered,paid,buy_now_pay_later,EUR,1405.88,36.51,24.37,1393.74,Germany,Hamburg,30866,mobile,direct,2022-09-19 13:39:15,2022-09-28 13:39:15,
571,377,processing,pending,buy_now_pay_later,EUR,488.59,49.83,20.44,459.2,Spain,Valencia,46710,mobile,email,2025-11-26 06:38:11,,
572,248,delivered,paid,paypal,GBP,1232.32,119.67,24.75,1137.4,United Kingdom,Glasgow,Y8 3XK,desktop,display_ads,2024-01-28 12:23:50,2024-02-03 12:23:50,
573,462,delivered,paid,buy_now_pay_later,EUR,1714.44,53.43,12.61,1673.62,Netherlands,Eindhoven,9745 KM,desktop,paid_search,2025-05-29 03:45:48,2025-06-10 03:45:48,
574,202,cancelled,failed,paypal,EUR,0.0,0.0,0.0,0.0,Netherlands,Eindhoven,6372 CN,tablet,email,2022-10-24 23:08:43,,2022-10-26 17:08:43
575,63,delivered,paid,paypal,AUD,1493.59,273.05,20.52,1241.06,Australia,Sydney,6706,desktop,email,2025-02-27 18:56:09,2025-03-03 18:56:09,
576,368,delivered,paid,card,CAD,692.59,77.41,4.41,619.59,Canada,Montreal,H1R 6T4,tablet,referral,2025-10-07 03:35:22,2025-10-19 03:35:22,
577,488,cancelled,pending,apple_pay,EUR,0.0,0.0,0.0,0.0,France,Paris,14946,mobile,email,2025-09-22 11:35:59,,2025-09-24 06:35:59
578,195,processing,paid,paypal,EUR,987.48,234.31,13.12,766.29,Germany,Munich,16653,desktop,organic_search,2023-09-22 04:28:16,,
579,381,delivered,paid,google_pay,EUR,234.18,16.81,8.5,225.87,Spain,Bilbao,21613,desktop,paid_search,2024-09-16 22:57:06,2024-09-20 22:57:06,
580,296,delivered,paid,paypal,EUR,906.95,156.09,8.27,759.13,Australia,Melbourne,5935,desktop,direct,2024-07-26 22:30:38,2024-08-04 22:30:38,
581,9,cancelled,failed,google_pay,CAD,0.0,0.0,0.0,0.0,Canada,Toronto,K0N 6L1,tablet,paid_search,2023-10-18 15:52:03,,2023-10-20 03:52:03
582,133,delivered,paid,card,EUR,554.55,91.26,23.98,487.27,Germany,Hamburg,56019,desktop,paid_search,2023-11-02 22:14:55,2023-11-15 22:14:55,
583,116,delivered,paid,paypal,USD,1519.11,253.86,16.68,1281.93,United States,Austin,96363,tablet,direct,2024-10-09 11:13:58,2024-10-20 11:13:58,
584,318,delivered,paid,card,USD,664.84,114.62,16.62,566.84,United States,Los Angeles,88956,mobile,direct,2025-12-16 09:27:37,2025-12-27 09:27:37,
585,48,cancelled,pending,google_pay,GBP,0.0,0.0,0.0,0.0,United Kingdom,Glasgow,H3 9RB,mobile,display_ads,2024-06-05 02:40:49,,2024-06-06 23:40:49
586,343,cancelled,failed,apple_pay,EUR,0.0,0.0,0.0,0.0,Germany,Hamburg,95404,desktop,email,2025-10-07 13:11:26,,2025-10-08 14:11:26
587,172,delivered,paid,paypal,EUR,1071.98,132.16,12.92,952.74,France,Marseille,31581,desktop,direct,2023-10-24 09:38:12,2023-11-03 09:38:12,
588,111,delivered,paid,google_pay,CAD,1076.94,198.86,3.08,881.16,Canada,Toronto,R4J 1T1,desktop,email,2022-12-30 03:35:58,2023-01-09 03:35:58,
589,106,delivered,paid,card,EUR,1837.63,187.96,29.74,1679.41,Netherlands,The Hague,2775 YH,desktop,email,2025-02-12 10:37:42,2025-02-24 10:37:42,
590,41,delivered,paid,card,GBP,200.62,12.55,17.95,206.02,United Kingdom,Glasgow,V4 5BP,mobile,organic_search,2025-12-05 17:04:46,2025-12-18 17:04:46,
591,238,delivered,paid,card,EUR,1853.56,226.85,29.77,1656.48,Germany,Hamburg,82487,desktop,paid_search,2024-10-14 15:02:20,2024-10-28 15:02:20,
592,253,processing,paid,apple_pay,EUR,15.18,2.64,28.37,40.91,France,Marseille,50880,desktop,paid_search,2024-05-29 23:54:44,,
593,490,delivered,paid,apple_pay,EUR,397.2,81.66,7.03,322.57,Spain,Bilbao,16249,desktop,email,2025-12-28 09:37:22,2025-12-30 09:37:22,
594,90,delivered,paid,google_pay,EUR,462.87,15.57,3.54,450.84,Germany,Stuttgart,41300,mobile,social,2024-11-20 23:34:26,2024-12-03 23:34:26,
595,414,delivered,paid,card,EUR,1669.74,66.4,11.34,1614.68,France,Bordeaux,28398,mobile,display_ads,2025-09-19 18:21:48,2025-09-23 18:21:48,
596,48,delivered,paid,paypal,GBP,838.88,91.15,20.99,768.72,United Kingdom,Glasgow,H3 9RB,mobile,referral,2023-10-17 22:52:31,2023-10-21 22:52:31,
597,445,returned,refunded,buy_now_pay_later,AUD,433.29,49.16,19.07,403.2,Australia,Perth,3498,mobile,affiliate,2025-07-09 03:56:03,2025-07-17 03:56:03,
598,140,cancelled,failed,card,EUR,0.0,0.0,0.0,0.0,France,Marseille,20682,mobile,affiliate,2023-04-25 15:41:31,,2023-04-26 17:41:31
599,470,delivered,paid,paypal,USD,1803.15,103.56,21.01,1720.6,United States,New York,42631,desktop,direct,2025-07-07 02:44:20,2025-07-10 02:44:20,
600,29,delivered,paid,paypal,CAD,1600.9,96.25,1.52,1506.17,Canada,Montreal,J5K 4R2,desktop,paid_search,2024-04-27 08:33:25,2024-05-08 08:33:25,
601,178,delivered,paid,apple_pay,EUR,674.17,22.95,5.35,656.57,France,Marseille,77499,mobile,direct,2024-04-15 01:55:50,2024-04-23 01:55:50,
602,397,cancelled,failed,card,CAD,0.0,0.0,0.0,0.0,Canada,Calgary,E6L 8M0,desktop,paid_search,2025-08-20 11:44:22,,2025-08-22 03:44:22
603,377,delivered,paid,apple_pay,EUR,1985.61,167.63,0.99,1818.97,Spain,Valencia,46710,mobile,organic_search,2025-05-15 23:11:34,2025-05-17 23:11:34,
604,433,delivered,paid,apple_pay,AUD,342.37,63.53,19.11,297.95,Australia,Melbourne,5037,desktop,paid_search,2025-01-28 06:45:00,2025-01-31 06:45:00,
605,216,delivered,paid,buy_now_pay_later,EUR,66.29,2.48,10.6,74.41,Germany,Stuttgart,85511,mobile,social,2025-04-18 23:10:45,2025-04-26 23:10:45,
606,382,delivered,paid,buy_now_pay_later,EUR,1628.34,244.39,17.29,1401.24,Netherlands,Utrecht,5067 JN,mobile,paid_search,2024-06-22 19:08:42,2024-07-01 19:08:42,
